# x_m,y_m,w_tr_right_m,w_tr_left_m
188.07570818152055,-808.4969715263635,6.668456200996912,6.668456200996912
188.72098906850152,-808.7841700865745,6.665321343327357,6.665321343327357
189.3647089630471,-809.0748523467211,6.665653729988917,6.665653729988917
190.00977331778782,-809.3625382045881,6.663910590949389,6.663910590949389
190.6549135267616,-809.6500564167941,6.662197553327832,6.662197553327832
191.29913923857703,-809.939617842204,6.660781171059281,6.660781171059281
191.94322760610345,-810.2294879888766,6.6599811770363075,6.6599811770363075
192.5879886413633,-810.51786124878,6.658948093787336,6.658948093787336
193.2322062654805,-810.8074426003004,6.657331131107019,6.657331131107019
193.87617425428442,-811.097583662803,6.655635388023615,6.655635388023615
194.52176628872374,-811.3840848149814,6.657834984556918,6.657834984556918
195.16435286417806,-811.6772587476737,6.660193854786861,6.660193854786861
195.80851813088594,-811.9669608357934,6.659565448178168,6.659565448178168
196.45232648756246,-812.2574489503425,6.657373946533284,6.657373946533284
197.0951996415045,-812.5499972271175,6.6586281672082395,6.6586281672082395
197.7391209527879,-812.8402400425323,6.657965463192936,6.657965463192936
198.38302726990895,-813.130518423297,6.657142311632275,6.657142311632275
199.0267506269816,-813.4211872807891,6.65935172593383,6.65935172593383
199.6701681686214,-813.7125439017827,6.659369022334412,6.659369022334412
200.31415153474296,-814.0027260017428,6.658116805272726,6.658116805272726
200.952704545693,-814.3041842035525,6.669034516645825,6.669034516645825
201.5945065040589,-814.5989246820386,6.673095434579265,6.673095434579265
202.2372927902166,-814.8916671143493,6.674518944891995,6.674518944891995
202.8820820123503,-815.1799677637149,6.675866396076822,6.675866396076822
203.52540107861407,-815.4715373070565,6.675703488649156,6.675703488649156
204.16847423913958,-815.763655205696,6.676787174206234,6.676787174206234
204.81062430774472,-816.057791880443,6.678282129121352,6.678282129121352
205.4534348143669,-816.3504774697054,6.680094613986821,6.680094613986821
206.09684069947818,-816.6418635527746,6.680648826637318,6.680648826637318
206.73999374201594,-816.9338032611877,6.680303792195396,6.680303792195396
207.3832104529864,-817.2256034995232,6.680314851224694,6.680314851224694
208.0271506767508,-817.5158067844325,6.6791200299198525,6.6791200299198525
208.67195983795136,-817.804036243896,6.679880598693149,6.679880598693149
209.3169290717061,-818.0918503080228,6.685447786759239,6.685447786759239
209.96060063909516,-818.3826590932281,6.683653318541351,6.683653318541351
210.60434425362422,-818.673294730891,6.683044112081891,6.683044112081891
211.24680167202513,-818.9667375426957,6.679336431725761,6.679336431725761
211.89082588317103,-819.2567566330576,6.679279204563997,6.679279204563997
212.53508791763747,-819.546225341641,6.6766054447336005,6.6766054447336005
213.182203461969,-819.8292337936571,6.677182551418927,6.677182551418927
213.8269651066447,-820.1175959097402,6.677414939590155,6.677414939590155
214.47193395498834,-820.4054983868069,6.675958501762725,6.675958501762725
215.11690700643004,-820.693353969571,6.671810059706702,6.671810059706702
215.76095409769704,-820.9833012192287,6.669260828781791,6.669260828781791
216.4057858177695,-821.2715169117839,6.66829033527522,6.66829033527522
217.0499681346815,-821.5611802626861,6.668208633171052,6.668208633171052
217.69394671999987,-821.8512871605313,6.665914761385619,6.665914761385619
218.33848139988936,-822.1401675067284,6.665292424534547,6.665292424534547
218.98263792201104,-822.429889774241,6.664890306039243,6.664890306039243
219.62732940646322,-822.718414372061,6.6638828019893,6.6638828019893
220.2715847696532,-823.007921129834,6.663148366407376,6.663148366407376
220.9181936141236,-823.2920255169865,6.65632381549442,6.65632381549442
221.88173567633947,-823.7261651071451,6.656544461820312,6.656544461820312
222.52605058820188,-824.0155315215887,6.654338466353934,6.654338466353934
223.16848226231178,-824.309043615051,6.656408967875917,6.656408967875917
223.81241048024197,-824.5992606339014,6.653859688700104,6.653859688700104
224.4567567024862,-824.8885661840325,6.652878325815166,6.652878325815166
225.10286209863386,-825.1738647025584,6.647917169334377,6.647917169334377
225.7473937516788,-825.4627295754174,6.644543846443258,6.644543846443258
226.39245919824418,-825.7504168259876,6.642626472631442,6.642626472631442
227.03756833724916,-826.0380019987958,6.640165544328847,6.640165544328847
227.68239726358112,-826.3262218114035,6.638671037108967,6.638671037108967
228.32650190638884,-826.6160463521636,6.63553952057353,6.63553952057353
228.97000634045742,-826.9072036652237,6.636180864941183,6.636180864941183
229.61389912744025,-827.1975022844798,6.635005095722828,6.635005095722828
230.25813009394608,-827.4870560170864,6.632965309219961,6.632965309219961
230.90166600131897,-827.778141088439,6.63281073522957,6.63281073522957
231.54508993554578,-828.0694646384545,6.633504355175968,6.633504355175968
232.19062931971644,-828.3560847678016,6.634360998572216,6.634360998572216
232.83496818214917,-828.6453870291214,6.6308014473350125,6.6308014473350125
233.479303075767,-828.934706273159,6.628690706521168,6.628690706521168
234.12280422295768,-829.225847419361,6.624229819112356,6.624229819112356
234.76642719764317,-829.5167418926208,6.62208420893221,6.62208420893221
235.4103883292144,-829.8068844943297,6.619657781607497,6.619657781607497
236.0530613821149,-830.0998223814914,6.613983588999674,6.613983588999674
236.69643237953002,-830.3912893163022,6.614350129650167,6.614350129650167
237.3402929038105,-830.6816624036187,6.612604763065059,6.612604763065059
237.98412927262854,-830.9720934847994,6.611492185683389,6.611492185683389
238.62700844729912,-831.2646126500247,6.607819514758294,6.607819514758294
239.27104449503378,-831.5546064147985,6.607286402244052,6.607286402244052
239.91532557849598,-831.8440499774034,6.607436744830837,6.607436744830837
240.55994241531477,-832.1327389524427,6.60636477984028,6.60636477984028
241.20460852313994,-832.4213180574512,6.605304079786375,6.605304079786375
241.84787630415934,-832.7129919246964,6.604163482586273,6.604163482586273
242.4908587248008,-833.0052800728045,6.601881971240877,6.601881971240877
243.13469781453273,-833.2957048026278,6.603905351672465,6.603905351672465
243.7789895784399,-833.5851297952802,6.604200161519001,6.604200161519001
244.4227364595718,-833.875714578131,6.609126890669233,6.609126890669233
245.06650274665975,-834.166302876783,6.610030602364714,6.610030602364714
245.71049376977527,-834.456391048175,6.611925529613187,6.611925529613187
246.35259304321332,-834.7506400319762,6.611860906336767,6.611860906336767
246.99614484959082,-835.0416937659911,6.61434750590813,6.61434750590813
247.63964169809736,-835.3328656337287,6.617034434477051,6.617034434477051
248.2828929100345,-835.6245830578259,6.619224835349588,6.619224835349588
248.92600438380327,-835.9166050304847,6.621607449541047,6.621607449541047
249.56914163785382,-836.2085789888349,6.625391224134433,6.625391224134433
250.21490725627712,-836.494646877931,6.622588252185202,6.622588252185202
250.858693735254,-836.78516038824,6.626098020366193,6.626098020366193
251.5019833605752,-837.0767833479276,6.629064608329851,6.629064608329851
252.14511706133254,-837.3687622959136,6.63165567406591,6.63165567406591
252.78912020727597,-837.6587773785487,6.636837455011896,6.636837455011896
253.43234198971564,-837.9505499388174,6.640182710705559,6.640182710705559
254.07585844732628,-838.2416821134834,6.642506383230857,6.642506383230857
254.71930550070675,-838.5329611022339,6.645534449541188,6.645534449541188
255.36290057710914,-838.8239117194398,6.648796988399371,6.648796988399371
256.0069005836596,-839.113967500318,6.650112448573649,6.650112448573649
256.65137502814844,-839.4029720640401,6.6501348883783225,6.6501348883783225
257.29427825260734,-839.6954631658332,6.650055901246673,6.650055901246673
257.938183725882,-839.9857363506087,6.652457896165171,6.652457896165171
258.5816016711368,-840.277079013355,6.655445457201215,6.655445457201215
259.2256089565354,-840.5671291313333,6.6571336790887665,6.6571336790887665
259.86967366289286,-840.8570508666385,6.658490360740057,6.658490360740057
260.51460596848324,-841.1450396419854,6.657923321772809,6.657923321772809
261.15908771507173,-841.4340358646799,6.659323210178801,6.659323210178801
261.8035077477093,-841.7231710312989,6.659545235217784,6.659545235217784
262.4474387243454,-842.0133952828315,6.66028331745977,6.66028331745977
263.09272152192494,-842.3005899211378,6.662600860953689,6.662600860953689
263.73691140704307,-842.5902385163718,6.6625114914691,6.6625114914691
264.69978407130736,-843.0258392047583,6.662855056713523,6.662855056713523
265.3440738816421,-843.315262180749,6.661558033972523,6.661558033972523
265.9880535523003,-843.6053829562384,6.660773623239053,6.660773623239053
266.6337175721702,-843.8916914621988,6.656339158317437,6.656339158317437
267.27809300768513,-844.1809209849469,6.654766356328877,6.654766356328877
267.9230078905369,-844.4689563671213,6.651153115177069,6.651153115177069
268.5644207881394,-844.7646394995422,6.655405073153625,6.655405073153625
269.20917500089,-845.0530116746537,6.651139249238168,6.651139249238168
269.8539448222122,-845.3413387659793,6.647556486612459,6.647556486612459
270.49782286911136,-845.6316706547444,6.6454439526651266,6.6454439526651266
271.14341488099797,-845.9181778893919,6.645805741673942,6.645805741673942
271.78863567485814,-846.2054334236525,6.639258717486823,6.639258717486823
272.4330605541276,-846.4945178278463,6.635670119350836,6.635670119350836
273.0766389620045,-846.7855032424217,6.6321624522908404,6.6321624522908404
273.7198519207118,-847.0773070598343,6.6316166649426975,6.6316166649426975
274.3626921797421,-847.369932435952,6.631863356345384,6.631863356345384
275.00624779802195,-847.6609848001424,6.630291587022055,6.630291587022055
275.649748433901,-847.9521576499319,6.628928500628522,6.628928500628522
276.293746846334,-848.2422161905155,6.6261269646572325,6.6261269646572325
276.93728315393264,-848.5333147639208,6.625987457548752,6.625987457548752
277.58055579757024,-848.8249935066772,6.625292670931602,6.625292670931602
278.22382717324274,-849.116676320953,6.6251319862094205,6.6251319862094205
278.8668111689275,-849.4089873761602,6.623688463830761,6.623688463830761
279.51016677248845,-849.7004838314381,6.6230161019673535,6.6230161019673535
280.15302584803294,-849.9930708130371,6.624148526727985,6.624148526727985
280.7962276903196,-850.284906163083,6.62340770693143,6.62340770693143
281.43983317253105,-850.5758463209216,6.622391335735791,6.622391335735791
282.0834537694534,-850.8667535282093,6.621467479809525,6.621467479809525
282.726972232838,-851.1578839161455,6.623126194160895,6.623126194160895
283.3703772231062,-851.4492690570089,6.623911385094015,6.623911385094015
284.01247115169394,-851.7435170435854,6.627045730445547,6.627045730445547
284.6556744104782,-852.0353562159208,6.6274412555861435,6.6274412555861435
285.2975460473614,-852.3300648823351,6.630929934331409,6.630929934331409
285.93971221235176,-852.6241508946923,6.633529607312126,6.633529607312126
286.58163422961366,-852.9187844704672,6.633871496547582,6.633871496547582
287.22379503482364,-853.2129004161179,6.6338409708183,6.6338409708183
287.8667004355459,-853.5053892860246,6.633922929102386,6.633922929102386
288.50922450921405,-853.7987119975394,6.634021289989185,6.634021289989185
289.15049937275944,-854.0947469974022,6.633412414559502,6.633412414559502
289.79274627758394,-854.3886740166099,6.635472126466452,6.635472126466452
290.4347553651736,-854.683113805742,6.637982840671797,6.637982840671797
291.07696785615076,-854.9771072889685,6.640772200355211,6.640772200355211
291.71871460119735,-855.2721081026205,6.644264763510092,6.644264763510092
292.3605015529995,-855.5670228785232,6.647898413733413,6.647898413733413
293.0033682591236,-855.8595767539624,6.6504520797889946,6.6504520797889946
293.6459409718794,-856.1527877774545,6.652010203914405,6.652010203914405
294.28860534480316,-856.4457966415158,6.6541310536107074,6.6541310536107074
294.93159336760004,-856.7380842654071,6.657260731770832,6.657260731770832
295.574380666499,-857.0308250843159,6.659251802332422,6.659251802332422
296.2173840382909,-857.3231002183138,6.660524113035109,6.660524113035109
296.8587562444728,-857.6188785444748,6.665045614025766,6.665045614025766
297.50083778309585,-857.9131300879158,6.669718230863385,6.669718230863385
298.142196344701,-858.208993938239,6.6710458462616264,6.6710458462616264
298.78310178513163,-858.5057301917764,6.678549753664197,6.678549753664197
299.4252748083619,-858.7997802905668,6.682955253349571,6.682955253349571
300.0675158536477,-859.0937065775506,6.6865413927349,6.6865413927349
300.7115706719802,-859.3836456775401,6.687288504965224,6.687288504965224
301.3548801830883,-859.6752347375821,6.688257330674916,6.688257330674916
301.998179508924,-859.9668847513626,6.6903548642504935,6.6903548642504935
302.64568450174227,-860.248903532261,6.683495795684036,6.683495795684036
303.2883679853845,-860.5418046045086,6.684101672217162,6.684101672217162
303.9338599736569,-860.8288984322346,6.683098059398138,6.683098059398138
304.5637624334365,-861.1461618014316,6.715624012065739,6.715624012065739
305.2094130472801,-861.4329849071171,6.714203677283298,6.714203677283298
305.8531896525692,-861.7234863842285,6.7155031324458365,6.7155031324458365
306.49862082102504,-862.0103161609077,6.712471751664661,6.712471751664661
307.1426388655532,-862.3003480656677,6.71255125004574,6.71255125004574
307.78825487398274,-862.5866524248546,6.707780645859303,6.707780645859303
308.4357809836966,-862.8685797583172,6.700130060336793,6.700130060336793
309.40012458289414,-863.3008603939908,6.693956504776969,6.693956504776969
309.7280554501208,-863.4388527578635,6.685560308859867,6.685560308859867
310.69361551474253,-863.8683095481213,6.677808797546745,6.677808797546745
311.339665365502,-864.1537086138496,6.671782074436129,6.671782074436129
311.9842687912751,-864.4424192696673,6.669458551674,6.669458551674
312.62892302342243,-864.7309960525486,6.664998979929618,6.664998979929618
313.2740117167734,-865.0186218711804,6.661858045293158,6.661858045293158
313.918908266574,-865.3066903848503,6.661278269276702,6.661278269276702
314.5654010407602,-865.5911559240012,6.659224330566864,6.659224330566864
314.8919688406403,-865.7323901795595,6.656594791068303,6.656594791068303
315.5402433282903,-866.0127557228541,6.653485391443498,6.653485391443498
316.19078934531825,-866.2878268850657,6.651815652848205,6.651815652848205
316.84335197046755,-866.5580837394812,6.65121817232468,6.65121817232468
317.49797650711605,-866.8232899627411,6.6535408715618525,6.6535408715618525
318.155314639898,-867.081565723001,6.661561881676551,6.661561881676551
318.8146635522189,-867.33473977164,6.667467793703226,6.667467793703226
319.14559322478704,-867.4654243214957,6.674132819642807,6.674132819642807
319.80828569685127,-867.7096439545605,6.678941949192355,6.678941949192355
320.4730581585169,-867.9482259036101,6.68415488282012,6.68415488282012
321.1399675475103,-868.1807407265753,6.691245536098725,6.691245536098725
321.81040316626013,-868.4029349822413,6.694997515838104,6.694997515838104
322.482088990621,-868.6212724532668,6.701194588749064,6.701194588749064
322.82061324180114,-868.73079381651,6.705700404097849,6.705700404097849
323.4954424804596,-868.9392864631304,6.708012798760972,6.708012798760972
324.1720621323367,-869.1417997171046,6.71532519677683,6.71532519677683
324.8519410338683,-869.3327645067812,6.727365436680428,6.727365436680428
325.53312006207227,-869.5193495544804,6.735018860378022,6.735018860378022
326.21657964313624,-869.697400105943,6.741432391388229,6.741432391388229
326.56057316710053,-869.7882911328725,6.746742644896651,6.746742644896651
327.58667142282496,-870.0398556990829,6.7483771363947795,6.7483771363947795
327.932734611118,-870.1225241096217,6.745784278898401,6.745784278898401
328.62285442235384,-870.272606971083,6.7524357003755995,6.7524357003755995
328.9706093534851,-870.3478263785187,6.761235802770731,6.761235802770731
329.66412940485054,-870.4813387168945,6.768897982078792,6.768897982078792
330.35848065230243,-870.6106664602173,6.773942821585399,6.773942821585399
331.05501160256637,-870.7275931627946,6.7808957284493445,6.7808957284493445
331.75277535342406,-870.8371751309164,6.7826387865828,6.7826387865828
332.1047725846495,-870.8890630706186,6.787505574734893,6.787505574734893
332.80554099712367,-870.9766747043218,6.79528395548288,6.79528395548288
333.5066136125404,-871.0625382806312,6.797486826555146,6.797486826555146
334.20918039875664,-871.1345546020141,6.805378259046804,6.805378259046804
334.91224700391854,-871.20204892367,6.808967811837547,6.808967811837547
335.61588709741693,-871.2632736837527,6.812824194278578,6.812824194278578
335.97051045758525,-871.2921748571707,6.814552254087887,6.814552254087887
336.6751637531527,-871.3404944419058,6.816287123003603,6.816287123003603
337.38035954400095,-871.3800048597586,6.819447768048843,6.819447768048843
338.0860094593334,-871.4100773322818,6.823928846301679,6.823928846301679
338.7919736570185,-871.4312258334012,6.828544854397367,6.828544854397367
339.1475067915149,-871.4442225462983,6.834004037805102,6.834004037805102
339.85379643985766,-871.4505131285841,6.836437375962457,6.836437375962457
340.5600933413674,-871.4475084744565,6.835952165922962,6.835952165922962
341.26632474815653,-871.4368969005748,6.836665504013582,6.836665504013582
341.9724636886002,-871.4198647014723,6.837876433668965,6.837876433668965
342.3280060113326,-871.4063226358136,6.83640991720326,6.83640991720326
343.0327152137955,-871.3623122426947,6.847501228142313,6.847501228142313
343.7378568688546,-871.3214822923696,6.845623214151579,6.845623214151579
344.4421839770396,-871.2688529212448,6.848838810469819,6.848838810469819
344.7967839843267,-871.2397928381582,6.851160957869706,6.851160957869706
345.4999839010792,-871.1735820419294,6.8482914720975705,6.8482914720975705
346.203181945511,-871.1117452111155,6.863477131510577,6.863477131510577
346.90437505928276,-871.0263812155683,6.862720860826442,6.862720860826442
347.6046112787468,-870.934031590903,6.859754813328279,6.859754813328279
348.30425470315095,-870.8373860877837,6.857771901169091,6.857771901169091
348.65607501238196,-870.7843193000866,6.85573927462772,6.85573927462772
349.3534414090081,-870.672292937661,6.856264824336962,6.856264824336962
350.05029365728444,-870.5576182666352,6.8504282139422426,6.8504282139422426
350.7442174466787,-870.4259094951237,6.855639583328138,6.855639583328138
351.0933289539289,-870.3572639094117,6.857091272875865,6.857091272875865
351.784516234496,-870.2119456170385,6.856854618417197,6.856854618417197
352.47361287432335,-870.0569706210799,6.856050684026695,6.856050684026695
353.16207166788195,-869.8991821311881,6.855884707428351,6.855884707428351
353.84728191437654,-869.7279600982417,6.854179982514533,6.854179982514533
354.19234611999514,-869.6412264687335,6.85665834081353,6.85665834081353
354.8747968338224,-869.4592293910297,6.8578609174472716,6.8578609174472716
355.5551978702873,-869.2696992024332,6.860385282946459,6.860385282946459
356.23311762265405,-869.0715057005018,6.864562930673469,6.864562930673469
356.90837075977925,-868.8644718214128,6.870504023890169,6.870504023890169
357.2487158958867,-868.7607511428998,6.874895764968443,6.874895764968443
357.9205937071797,-868.5430594859506,6.883140385128885,6.883140385128885
358.5924803850005,-868.3254021419051,6.886341685056214,6.886341685056214
359.2594250351122,-868.0931757770143,6.8986890883153205,6.8986890883153205
359.9261568621139,-867.8603170189426,6.9084026670081515,6.9084026670081515
360.2628418518753,-867.7452664729536,6.920329786634352,6.920329786634352
360.9238979715313,-867.4970740421206,6.937013229564295,6.937013229564295
361.5804598496778,-867.2381228409001,6.9613188162511435,6.9613188162511435
361.9150297401658,-867.1170642954942,6.985576661188527,6.985576661188527
362.568458519092,-866.8501602863569,7.010481576400279,7.010481576400279
363.22135615596414,-866.5819145156017,7.036024836715596,7.036024836715596
363.8731058716926,-866.3110358297699,7.063075726607554,7.063075726607554
364.5214161905957,-866.0326434333192,7.096114861186338,7.096114861186338
364.85441869489176,-865.9073313607155,7.134500196215851,7.134500196215851
365.49608732392693,-865.6159260901,7.179814692871828,7.179814692871828
366.1386752519145,-865.3255952301326,7.220312571743717,7.220312571743717
366.77778890049615,-865.0287918110004,7.266943014110097,7.266943014110097
367.1080681038262,-864.8964805997952,7.315564975057373,7.315564975057373
367.7405730355659,-864.5874770687968,7.371705965505456,7.371705965505456
368.372279576665,-864.2763548726211,7.425602581294608,7.425602581294608
369.0017912383005,-863.9612239994715,7.4827035741693235,7.4827035741693235
369.6299596835295,-863.643315175442,7.539634571461725,7.539634571461725
369.9583296651576,-863.5063216764604,7.600062591719389,7.600062591719389
370.5815608865293,-863.179442440113,7.660346360155896,7.660346360155896
371.50097287519935,-862.6647651533372,7.716137454907655,7.716137454907655
371.82749163285575,-862.5234185674453,7.771974582168588,7.771974582168588
372.442799178105,-862.1833093356879,7.839575518469848,7.839575518469848
373.05553741749,-861.8384728813303,7.906270539279797,7.906270539279797
373.66893222103283,-861.4941506417376,7.967462175619761,7.967462175619761
373.9920154735351,-861.3451233831122,8.030677874063585,8.030677874063585
374.59430987010967,-860.9831507997517,8.102058544818524,8.102058544818524
375.1942863310494,-860.6162819438907,8.167597792929323,8.167597792929323
375.5145046779682,-860.4611885544405,8.239235652078014,8.239235652078014
376.10883072351146,-860.0868181998218,8.313601488584588,8.313601488584588
376.7006363742841,-859.7085640746102,8.38835508915976,8.38835508915976
377.28870943794914,-859.3256925061754,8.468699699044757,8.468699699044757
377.6048396492562,-859.1624274703047,8.545559852725562,8.545559852725562
378.1872996608066,-858.770449097659,8.622858419937522,8.622858419937522
378.76553700447766,-858.3721759020023,8.699763228210667,8.699763228210667
379.34042787678584,-857.9692829830977,8.777742212404897,8.777742212404897
379.91929829056437,-857.5703935536162,8.845756106520861,8.845756106520861
380.22861365601887,-857.3945519558032,8.92204978090058,8.92204978090058
380.79384785795094,-856.9770203837952,8.993405616153497,8.993405616153497
381.3548037729209,-856.5544946245664,9.068495096768181,9.068495096768181
381.65488541453044,-856.3633583651597,9.140556161823314,9.140556161823314
382.2056640515375,-855.9269777475901,9.211866465472708,9.211866465472708
383.00420569931634,-855.2411476347287,9.278786738599898,9.278786738599898
383.2958934203699,-855.0374110750566,9.335836263187563,9.335836263187563
383.8281337949947,-854.5772688968545,9.39833183755059,9.39833183755059
384.3549705089388,-854.1099478989172,9.452595431860148,9.452595431860148
384.8758308024551,-853.6353793789358,9.500887597555739,9.500887597555739
385.1507193762337,-853.4094898282028,9.543773862221961,9.543773862221961
385.65911884858116,-852.9208164784022,9.58310085955251,9.58310085955251
386.1622321976238,-852.4262024174044,9.616394870573131,9.616394870573131
386.6606924101799,-851.9269547613185,9.650664398892262,9.650664398892262
387.1545572813886,-851.4229740043525,9.681255737611767,9.681255737611767
387.6430759475561,-850.913344396619,9.698300838015896,9.698300838015896
387.89158063787363,-850.6587151664521,9.716081038970126,9.716081038970126
388.36051411051955,-850.1307373767369,9.731970554929212,9.731970554929212
388.8208707078685,-849.5950832643528,9.735815873098517,9.735815873098517
389.27002694274347,-849.050046645425,9.738236496811961,9.738236496811961
389.4933626085965,-848.7730751279153,9.73593242339782,9.73593242339782
389.9319525447628,-848.2194663012602,9.733170734026025,9.733170734026025
390.3655495244557,-847.6619396838117,9.72722932578951,9.72722932578951
390.79248156255125,-847.0992676806432,9.723662148796066,9.723662148796066
391.2197203544704,-846.5369726421544,9.711773658280174,9.711773658280174
391.4269916913645,-846.2478039503918,9.703080188437346,9.703080188437346
391.8454390391338,-845.6790009107578,9.700538499114865,9.700538499114865
392.2506836928876,-845.1007418361307,9.684862276092959,9.684862276092959
392.6555801900947,-844.522337181315,9.669648862001733,9.669648862001733
393.0456428727972,-843.933724744671,9.653085003597658,9.653085003597658
393.4335789296919,-843.3438534648126,9.632079917631733,9.632079917631733
393.6172393132239,-843.0391143604211,9.609081031696036,9.609081031696036
393.989063811492,-842.4391827229077,9.583010110527267,9.583010110527267
394.3593070548596,-841.8380501783736,9.561832211437107,9.561832211437107
394.7217091754292,-841.2328506371292,9.527456274564178,9.527456274564178
394.8926275345724,-840.9207894204856,9.503433119075089,9.503433119075089
395.4371116690337,-840.0158827724356,9.476564295701325,9.476564295701325
395.60262651759115,-839.7009270895461,9.446749255790333,9.446749255790333
395.9559520242998,-839.0900176640648,9.421375628304826,9.421375628304826
396.29871571411655,-838.4728673750551,9.400188572735656,9.400188572735656
396.6373068342272,-837.8537449267999,9.370313174816445,9.370313174816445
396.7911037391858,-837.5329084063497,9.341283096251779,9.341283096251779
397.1179009625955,-836.907324231764,9.314396573508843,9.314396573508843
397.43765840098314,-836.2780865283321,9.287872276686642,9.287872276686642
397.75824166044436,-835.6499913640318,9.249164812763256,9.249164812763256
397.902855886882,-835.3249082512793,9.224071674363058,9.224071674363058
398.3719786194117,-834.3788798187616,9.193737566395534,9.193737566395534
398.511373312636,-834.0515261948092,9.163285915705245,9.163285915705245
398.81003453434914,-833.4124133612868,9.130138495608843,9.130138495608843
399.10040930958667,-832.7690785609556,9.104099518693925,9.104099518693925
399.3879437990215,-832.1244498584773,9.078280645524986,9.078280645524986
399.51790544503456,-831.7932397736405,9.051946749109744,9.051946749109744
399.79869256357426,-831.1456254730028,9.026991331559481,9.026991331559481
400.0738970920053,-830.4954956117421,9.005272068825667,9.005272068825667
400.3435958791533,-829.843016762095,8.984758138990001,8.984758138990001
400.6051315872022,-829.1872699349153,8.96292677186869,8.96292677186869
400.72740757483,-828.8531407844896,8.943106868867982,8.943106868867982
400.9824913358235,-828.1948577042349,8.921468874802315,8.921468874802315
401.23521333392716,-827.535683540332,8.899308340123325,8.899308340123325
401.47911376296366,-826.8730871611451,8.880252625690684,8.880252625690684
401.7183659641107,-826.2087560674138,8.862928024872003,8.862928024872003
401.8260983691156,-825.8696913168191,8.842710050524845,8.842710050524845
402.05667753827095,-825.2023675356031,8.82339948333201,8.82339948333201
402.2813199047325,-824.5330117611666,8.804335517265583,8.804335517265583
402.5089117879318,-823.8647452753853,8.782453460006556,8.782453460006556
402.7268639779469,-823.1931280470283,8.765901157706047,8.765901157706047
402.93738768319565,-822.5190987704987,8.750696131190674,8.750696131190674
403.0327478336791,-822.1763245266211,8.732916732976047,8.732916732976047
403.2336329839352,-821.4995026735673,8.712147432309814,8.712147432309814
403.4287322911964,-820.8208712808075,8.695556227234492,8.695556227234492
403.6183017602665,-820.140662402508,8.679583157527032,8.679583157527032
403.79978893902046,-819.4582283270165,8.665090757587906,8.665090757587906
403.8792846149098,-819.1114330305554,8.64627912844141,8.64627912844141
404.0531278138318,-818.4270710619936,8.628911657902412,8.628911657902412
404.21921858625956,-817.740829074678,8.609774142068895,8.609774142068895
404.38131577635704,-817.0536023596399,8.591924633830084,8.591924633830084
404.53452288649305,-816.3643701760316,8.572930180761249,8.572930180761249
404.6858206024381,-815.674687229196,8.554919524069579,8.554919524069579
404.83349545690237,-814.9843027425279,8.534779044542322,8.534779044542322
404.8957341086466,-814.6339878314027,8.514252243657404,8.514252243657404
405.03323750982497,-813.9413901762111,8.4973161774084,8.4973161774084
405.1665723991696,-813.2479645489736,8.481074276001651,8.481074276001651
405.28926504523065,-812.5527048116669,8.460880231918082,8.460880231918082
405.40822403373284,-811.8566427909951,8.446160565318273,8.446160565318273
405.4582523202658,-811.5043718850338,8.428974228396234,8.428974228396234
405.5632922411635,-810.8062360732722,8.407995285854748,8.407995285854748
405.6670824295335,-810.1078036832403,8.390724325921813,8.390724325921813
405.77012905772074,-809.4094077882384,8.36921681302945,8.36921681302945
405.8671788717056,-808.7101152129487,8.350132697197939,8.350132697197939
405.9537588831478,-808.0093068137769,8.333715127581842,8.333715127581842
405.988722140174,-807.6552280161679,8.31746674301404,8.31746674301404
406.0659085395465,-806.953356301305,8.300608619066915,8.300608619066915
406.13912596651727,-806.251050525259,8.283757132664661,8.283757132664661
406.2060042301167,-805.5481741582404,8.264525897575133,8.264525897575133
406.26924935664704,-804.8449606622717,8.245200375626137,8.245200375626137
406.3251379102548,-804.1410835528645,8.227552381659818,8.227552381659818
406.34251145754877,-803.7857083225013,8.209990871093808,8.209990871093808
406.39052389007827,-803.0813137963441,8.189995004973738,8.189995004973738
406.431525886847,-802.3764113823123,8.172490032993501,8.172490032993501
406.4691326027165,-801.6713168959534,8.15503652684196,8.15503652684196
406.4997256518885,-800.9658781253739,8.137625058133015,8.137625058133015
406.52439406493,-800.2601699754737,8.121878343877295,8.121878343877295
406.52598271743796,-799.9043730758085,8.105075720067937,8.105075720067937
406.54052568443365,-799.1984136625695,8.088224228383588,8.088224228383588
406.5460157830952,-798.4923599527647,8.069908795470647,8.069908795470647
406.54771899503794,-797.7862060756734,8.055012335226824,8.055012335226824
406.54222758321106,-797.080057027347,8.040793290198547,8.040793290198547
406.533028080194,-796.3739617079935,8.02569054008439,8.02569054008439
406.5171117774691,-796.0185217652584,8.008135703876237,8.008135703876237
406.4983359688176,-795.3126469149872,7.991774281671468,7.991774281671468
406.4699367186936,-794.6071933790774,7.972229811170517,7.972229811170517
406.4467359305919,-793.9017081701791,7.947850020605366,7.947850020605366
406.41722054506323,-793.1962075539036,7.936276239629641,7.936276239629641
406.3764525417288,-792.4912860140225,7.922460601148363,7.922460601148363
406.34403668426177,-792.1369741671833,7.905342000198059,7.905342000198059
406.29179436989585,-791.432812946368,7.88801935139999,7.88801935139999
406.23745132878645,-790.7289349093684,7.866506812622356,7.866506812622356
406.1564523310233,-789.6756423602474,7.853978570329115,7.853978570329115
406.1113455430842,-789.3227112125828,7.824959735360424,7.824959735360424
